observation_date,LFACTTTTUSM657S
1974-03-01,-0.034978411761491003
1974-04-01,-0.181514001727662994
1974-05-01,0.338492885076736028
1974-06-01,0.296956198960653006
1974-07-01,0.374450298254016989
1974-08-01,-0.165922005812692008
1974-09-01,0.466005496475086989
1974-10-01,0.032436640429028600
1974-11-01,0.268055945869992984
1974-12-01,0.015091736196451299
1975-01-01,0.375080836387152006
1975-02-01,-0.377974400824670986
1975-03-01,0.419289471415020987
1975-04-01,0.251167283851231993
1975-05-01,0.519277508324500037
1975-06-01,-0.329129564142984998
1975-07-01,0.476623029655357022
1975-08-01,0.149966496846448999
1975-09-01,0.042479981308808201
1975-10-01,0.069000658160124004
1975-11-01,-0.018033882482735200
1975-12-01,0.168700265251989001
1976-01-01,0.556091050641357998
1976-02-01,0.067415256915330596
1976-03-01,0.228425861597086000
1976-04-01,0.557685238670378003
1976-05-01,0.105487435506444002
1976-06-01,0.039646519974542799
1976-07-01,0.727955363195494032
1976-08-01,0.163589865711357002
1976-09-01,-0.194333322996454005
1976-10-01,0.156390790550268000
1976-11-01,0.568745863666445972
1976-12-01,0.096654122195488107
1977-01-01,-0.143813945843776991
1977-02-01,0.593572545469508994
1977-03-01,0.337475072863936021
1977-04-01,0.219130612036895989
1977-05-01,0.340689514898809998
1977-06-01,0.433791111336340018
1977-07-01,-0.181647543216978014
1977-08-01,0.457978223287131003
1977-09-01,0.087555099329750599
1977-10-01,0.363991030939238014
1977-11-01,0.762410459349797009
1977-12-01,-0.084513203945275200
1978-01-01,0.380133544297499015
1978-02-01,-0.035688439919502699
1978-03-01,0.252883366224698980
1978-04-01,0.476793415898390027
1978-05-01,0.317010258530726008
1978-06-01,0.466161576509382003
1978-07-01,0.027351496029148901
1978-08-01,0.109376068125664999
1978-09-01,0.277043439240666989
1978-10-01,0.277250839048591990
1978-11-01,0.467597982149786984
1978-12-01,0.238504470751819991
1979-01-01,0.238900288028976004
1979-02-01,0.427650230162315015
1979-03-01,0.083251995177125795
1979-04-01,-0.398703496543613978
1979-05-01,-0.000959950850516400
1979-06-01,0.448301350663811993
1979-07-01,0.347865976031651980
1979-08-01,0.089522104340869699
1979-09-01,0.412955773768744983
1979-10-01,0.161091632711076987
1979-11-01,0.105960264900662002
1979-12-01,0.421502287075189996
1980-01-01,0.286096105704982007
1980-02-01,0.126686811433718988
1980-03-01,-0.238994535928845009
1980-04-01,0.139982337798988998
1980-05-01,0.317099942771904009
1980-06-01,-0.139344798885242011
1980-07-01,0.354935381157519991
1980-08-01,-0.050392407543929998
1980-09-01,-0.006535642593716400
1980-10-01,0.286653345533997017
1980-11-01,0.151762022252222989
1980-12-01,-0.200803212851406010
1981-01-01,0.627841120798867003
1981-02-01,0.199951863440283012
1981-03-01,0.287319155226252010
1981-04-01,0.342689746022679986
1981-05-01,0.272664677530411015
1981-06-01,-0.756257896760725967
1981-07-01,0.147606922764677989
1981-08-01,0.155680017686723987
1981-09-01,-0.396412968498504992
1981-10-01,0.674090900696252993
1981-11-01,0.194452597593190002
1981-12-01,-0.296605514665495007
1982-01-01,0.162516527104450997
1982-02-01,0.346506063856117985
1982-03-01,0.091351731572072006
1982-04-01,0.230908941560870995
1982-05-01,0.574576579857948966
1982-06-01,-0.334990176639414994
1982-07-01,0.237098136826519007
1982-08-01,0.155878994399231002
1982-09-01,0.187306585590965996
1982-10-01,0.020772933770468099
1982-11-01,0.276312937946976978
1982-12-01,0.029716343989194101
1983-01-01,-0.349288369957598988
1983-02-01,-0.055106373368264197
1983-03-01,-0.042482419509373197
1983-04-01,0.217927966216644009
1983-05-01,-0.028873569855993101
1983-06-01,0.977472110906530967
1983-07-01,-0.109940203255303001
1983-08-01,0.425033107842084978
1983-09-01,0.059698300825974999
1983-10-01,-0.331261465030543989
1983-11-01,0.269821131819238003
1983-12-01,0.088213280108350903
1984-01-01,-0.105050433110472005
1984-02-01,0.361824809061661978
1984-03-01,0.087022155130311196
1984-04-01,0.341575505930993006
1984-05-01,0.487188102353711017
1984-06-01,0.147823562019902988
1984-07-01,0.136183522672360002
1984-08-01,-0.254448461025514994
1984-09-01,0.153938178427544009
1984-10-01,0.142283741886752996
1984-11-01,0.132434068006209993
1984-12-01,0.359989489357974979
1985-01-01,0.125675286478560994
1985-02-01,0.131619089126171013
1985-03-01,0.393467739127407012
1985-04-01,0.002601276359600400
1985-05-01,-0.084105747804146300
1985-06-01,-0.233438047798393000
1985-07-01,0.308789631627017003
1985-08-01,-0.025147415886229599
1985-09-01,0.532565421411905993
1985-10-01,0.207066131745825999
1985-11-01,-0.008609927246114700
1985-12-01,0.188573642743358999
1986-01-01,0.281898344706671022
1986-02-01,0.171406043777104000
1986-03-01,0.289180541058502993
1986-04-01,0.081897287152363094
1986-05-01,0.180708513757713990
1986-06-01,0.473078755700769016
1986-07-01,0.038108465160394303
1986-08-01,0.017777175799338001
1986-09-01,0.207363520947947994
1986-10-01,0.102200261835382000
1986-11-01,0.099564615748084603
1986-12-01,-0.019387359441643999
1987-01-01,0.197283557174291996
1987-02-01,0.233076696537507011
1987-03-01,0.124242373365121006
1987-04-01,0.055336631172968900
1987-05-01,0.563115908024402034
1987-06-01,-0.303313112459168976
1987-07-01,0.215639731202567991
1987-08-01,0.346950009174159024
1987-09-01,-0.255157166841203986
1987-10-01,0.414961961820165981
1987-11-01,0.025724219767818201
1987-12-01,0.156794425087108003
1988-01-01,0.198792336555425997
1988-02-01,0.154585058982052992
1988-03-01,-0.200567862920531997
1988-04-01,0.279539834426406009
1988-05-01,-0.148452383897864998
1988-06-01,0.332036573580790972
1988-07-01,0.158059815761527001
1988-08-01,0.378087371059877997
1988-09-01,-0.135107471852609989
1988-10-01,0.201705477205640998
1988-11-01,0.352683174312227010
1988-12-01,-0.012231218963281901
1989-01-01,0.626315016881146991
1989-02-01,-0.206661804035982999
1989-03-01,0.074714743980184406
1989-04-01,0.274290536976473986
1989-05-01,-0.073645449763282494
1989-06-01,0.421951180005507021
1989-07-01,-0.022581555707891401
1989-08-01,0.160526591754256986
1989-09-01,-0.178792906270638013
1989-10-01,0.215419867036725998
1989-11-01,0.342964793778329002
1989-12-01,-0.112326195271067006
1990-01-01,1.073118227748460107
1990-02-01,-0.097748603307558399
1990-03-01,0.072388831437435394
1990-04-01,-0.120825748602952004
1990-05-01,0.194191756400766996
1990-06-01,-0.254184108727252001
1990-07-01,0.126619575864237999
1990-08-01,0.205198358413132997
1990-09-01,-0.077783951107230700
1990-10-01,0.081816159883074405
1990-11-01,0.059526171673479102
1990-12-01,0.057111128738002698
1991-01-01,-0.148245627943111996
1991-02-01,0.051605732205946601
1991-03-01,0.172988414537375013
1991-04-01,0.245567895562350008
1991-05-01,-0.293959604260834007
1991-06-01,0.122844281004310996
1991-07-01,-0.140108128646176000
1991-08-01,-0.003170727840575800
1991-09-01,0.396353547364248993
1991-10-01,-0.006316620607974700
1991-11-01,0.046588019772271401
1991-12-01,-0.029202610871263801
1992-01-01,0.471325712120254980
1992-02-01,-0.042432481278632098
1992-03-01,0.312089743488959015
1992-04-01,0.185730854832136999
1992-05-01,0.217457623141246004
1992-06-01,0.265378281129262983
1992-07-01,0.080959683634466997
1992-08-01,0.038891438438742099
1992-09-01,-0.087082954289224301
1992-10-01,-0.369646928817675025
1992-11-01,0.324152906440879018
1992-12-01,0.087978137822034994
1993-01-01,-0.119794016522240004
1993-02-01,0.045171339563862899
1993-03-01,0.108985037911224006
1993-04-01,-0.010886638983499000
1993-05-01,0.528837180364587045
1993-06-01,0.113720757519494994
1993-07-01,-0.010818245744179399
1993-08-01,0.171565028555530991
1993-09-01,-0.270793633649388021
1993-10-01,0.235943930439088012
1993-11-01,0.106503669746011997
1993-12-01,0.177317266847068000
1994-01-01,0.504074926312711002
1994-02-01,0.055897577261171900
1994-03-01,-0.205863670801796989
1994-04-01,0.169478527607362012
1994-05-01,0.120960641856975998
1994-06-01,-0.166693429373216989
1994-07-01,0.069699221053760294
1994-08-01,0.476839237057220977
1994-09-01,0.111216911064558999
1994-10-01,0.245775028344024010
1994-11-01,0.111580034005343998
1994-12-01,0.045492110909766403
1995-01-01,0.065933566248076905
1995-02-01,0.058316545236977199
1995-03-01,-0.005298414260303500
1995-04-01,0.364852999061373973
1995-05-01,-0.557357266762198988
1995-06-01,0.074326322894782804
1995-07-01,0.298600216750410985
1995-08-01,-0.005289286173050300
1995-09-01,0.207804376738000007
1995-10-01,0.079178951972309994
1995-11-01,-0.076855842551011203
1995-12-01,-0.077669024386565505
1996-01-01,0.079238704711307006
1996-02-01,0.253363093442722009
1996-03-01,0.171490462723388998
1996-04-01,0.171947739900885993
1996-05-01,0.193390251032539012
1996-06-01,0.022443834304652601
1996-07-01,0.439052484348938010
1996-08-01,-0.171278782282327013
1996-09-01,0.343891267698091974
1996-10-01,0.301825075270416021
1996-11-01,0.063741003994930406
1996-12-01,0.078514447399023801
1997-01-01,0.253861582527218022
1997-02-01,-0.041341837939995303
1997-03-01,0.362629246676514028
1997-04-01,0.091985488369354898
1997-05-01,0.075726385131161006
1997-06-01,0.067587919394059601
1997-07-01,0.195285255963175003
1997-08-01,0.103314111535277003
1997-09-01,0.041722174237655403
1997-10-01,-0.030729833546734999
1997-11-01,0.240059136518995991
1997-12-01,0.141646162046130009
1998-01-01,-0.043746126645036597
1998-02-01,0.012400160472664901
1998-03-01,0.090437014995040602
1998-04-01,-0.062665772829286800
1998-05-01,0.161866569449508002
1998-06-01,0.060419881780857797
1998-07-01,0.096758939289221899
1998-08-01,-0.013082536267697800
1998-09-01,0.520462310096677983
1998-10-01,-0.005061973012452400
1998-11-01,0.073763912090773001
1998-12-01,0.182828567505654987
1999-01-01,0.266168472380512999
1999-02-01,-0.025898721610324998
1999-03-01,-0.170544086006029993
1999-04-01,0.165068838751531999
1999-05-01,0.106506235652243000
1999-06-01,0.159589380836335004
1999-07-01,0.078949823798347807
1999-08-01,-0.006454435272771600
1999-09-01,0.137703507136197001
1999-10-01,0.106716706536218994
1999-11-01,0.181725822953259009
1999-12-01,0.108552044277807999
2000-01-01,1.490972128095189975
2000-02-01,0.132848798386133005
2000-03-01,-0.015443364968832500
2000-04-01,0.222559220410856989
2000-05-01,-0.254288936679953004
2000-06-01,0.142568193948928001
2000-07-01,-0.219508945164842012
2000-08-01,0.165872446899731990
2000-09-01,0.002806741793788600
2000-10-01,0.072973238468123300
2000-11-01,0.238392393880327014
2000-12-01,0.200053160979840994
2001-01-01,0.385345694180722009
2001-02-01,-0.068845618915160001
2001-03-01,0.155183332057536011
2001-04-01,-0.246657958366916008
2001-05-01,-0.174828827950324006
2001-06-01,0.027212213399572999
2001-07-01,0.207175094344887012
2001-08-01,-0.257563311846519982
2001-09-01,0.492029814913039987
2001-10-01,0.067366257144643005
2001-11-01,0.106880612967255997
2001-12-01,0.045063782584581297
2002-01-01,-0.292436159523231987
2002-02-01,0.535157037315041051
2002-03-01,-0.118905242200299993
2002-04-01,0.168880337206967990
2002-05-01,0.147175678010018990
2002-06-01,-0.089693524127558003
2002-07-01,-0.003452847908955300
2002-08-01,0.142262245947943011
2002-09-01,0.374459516305883977
2002-10-01,-0.163515444652083008
2002-11-01,-0.187869028448739012
2002-12-01,0.017236505539812898
2003-01-01,0.600416362207547016
2003-02-01,0.111692031493041993
2003-03-01,-0.053388090349076003
2003-04-01,0.309542397720890983
2003-05-01,0.017750590548493199
2003-06-01,0.379522184300341014
2003-07-01,-0.388287455119137981
2003-08-01,-0.027306550158719300
2003-09-01,0.058042268428420203
2003-10-01,0.126936463522828002
2003-11-01,0.193571253305705987
2003-12-01,-0.184353741496599000
2004-01-01,0.077012724137695998
2004-02-01,-0.090573541629778903
2004-03-01,0.160181038654752000
2004-04-01,-0.063969947735191601
2004-05-01,0.146407899216887988
2004-06-01,0.268588719273791021
2004-07-01,0.157330801573308005
2004-08-01,-0.086666847222598403
2004-09-01,-0.100973137079504005
2004-10-01,0.256418953295118990
2004-11-01,0.249673529869479993
2004-12-01,-0.069518500020248106
2005-01-01,-0.020262192774502100
2005-02-01,0.226307007410709998
2005-03-01,0.018198484807635300
2005-04-01,0.360533994649270995
2005-05-01,0.224943931885633996
2005-06-01,-0.015409249569546001
2005-07-01,0.129993701336121009
2005-08-01,0.232212645216552993
2005-09-01,0.116838809178857000
2005-10-01,0.031342945169852102
2005-11-01,0.042666382224118497
2005-12-01,-0.023323226601805899
2006-01-01,0.122642138239018997
2006-02-01,0.284261120800990974
2006-03-01,0.114178742838935005
2006-04-01,0.045088951217733202
2006-05-01,0.124601507148017002
2006-06-01,0.188655515029555992
2006-07-01,0.015196162638582400
2006-08-01,0.223944192314552010
2006-09-01,-0.035592818160246800
2006-10-01,0.249897799053158010
2006-11-01,0.240066824080346991
2006-12-01,0.213902339802894997
2007-01-01,0.269753555247099985
2007-02-01,-0.105129812464085995
2007-03-01,0.044449383264807199
2007-04-01,-0.402480219011963014
2007-05-01,0.154164069931445991
2007-06-01,0.243007794589638004
2007-07-01,0.008494455734084300
2007-08-01,-0.199276072497288986
2007-09-01,0.435354732273205980
2007-10-01,-0.150572959443075999
2007-11-01,0.425634698367311992
2007-12-01,0.053953911658595199
2008-01-01,0.094206005795293604
2008-02-01,-0.266124896957738000
2008-03-01,0.165958360721885995
2008-04-01,-0.090313693895054198
2008-05-01,0.347274157990231980
2008-06-01,0.006480755396849000
2008-07-01,0.101093232585719006
2008-08-01,0.111349202752656001
2008-09-01,-0.045912791562392898
2008-10-01,0.197968557934915995
2008-11-01,-0.153025646323510012
2008-12-01,0.010346678392902200
2009-01-01,-0.287737221557661016
2009-02-01,0.212696971662019008
2009-03-01,-0.262071464623587991
2009-04-01,0.243945164241271994
2009-05-01,0.154036334453008988
2009-06-01,-0.020032698533735700
2009-07-01,-0.138317950308952997
2009-08-01,-0.126211958421249992
2009-09-01,-0.311068195221214983
2009-10-01,-0.027953480208285902
2009-11-01,0.061124694376528101
2009-12-01,-0.498446821507948001
2010-01-01,0.243614110024753000
2010-02-01,0.136822079174375999
2010-03-01,0.169167306466095013
2010-04-01,0.433895839016849028
2010-05-01,-0.343418142308339003
2010-06-01,-0.308259405156692978
2010-07-01,0.048823039266743001
2010-08-01,0.257009193771918998
2010-09-01,-0.072037693236244704
2010-10-01,-0.220815067381067986
2010-11-01,0.318937742050964979
2010-12-01,-0.308191403081914006
2011-01-01,-0.251871135698015003
2011-02-01,-0.031971186783502900
2011-03-01,0.105734462908088994
2011-04-01,0.108882745670769998
2011-05-01,-0.041682134646320597
2011-06-01,-0.086656806468637396
2011-07-01,-0.037822962450927998
2011-08-01,0.307917123323416975
2011-09-01,0.241285119667013992
2011-10-01,-0.110295787349721994
2011-11-01,0.108469027870694998
2011-12-01,-0.086291913214990107
2012-01-01,0.250657488879509005
2012-02-01,0.187846950078053992
2012-03-01,0.050429621583878002
2012-04-01,-0.131826376907121012
2012-05-01,0.207706493254392000
2012-06-01,0.140121136982939987
2012-07-01,-0.087050160236776405
2012-08-01,-0.119394893770812999
2012-09-01,0.256521261541841017
2012-10-01,0.253931425625161022
2012-11-01,-0.138858531442456995
2012-12-01,0.186689670267417007
2013-01-01,0.086745315752949401
2013-02-01,-0.289542445895366984
2013-03-01,-0.197666632327187008
2013-04-01,0.250959646463016994
2013-05-01,0.091380619586341805
2013-06-01,0.136945787470424990
2013-07-01,-0.096308804550911994
2013-08-01,0.003856065913020000
2013-09-01,0.052697535426239499
2013-10-01,-0.651306788620757970
2013-11-01,0.382742948025834973
2013-12-01,-0.053456992883135303
2014-01-01,0.109548787874881995
2014-02-01,0.084324630516504406
2014-03-01,0.350520635696506988
2014-04-01,-0.422360089214755985
2014-05-01,0.202743146959817988
2014-06-01,0.014773515582847299
2014-07-01,0.192669565273238003
2014-08-01,0.078842616036459895
2014-09-01,-0.057644270799974397
2014-10-01,0.241604716739298009
2014-11-01,0.049227385770088901
2014-12-01,-0.103518345751274998
2015-01-01,0.446485684312872999
2015-02-01,-0.245812901993250010
2015-03-01,-0.000638390235182900
2015-04-01,0.266210427532669991
2015-05-01,0.376289316184898026
2015-06-01,-0.373610062733505999
2015-07-01,-0.041384930791661903
2015-08-01,0.111467098097416006
2015-09-01,-0.279311836713918016
2015-10-01,0.276904034249328024
2015-11-01,0.188334701304981006
2015-12-01,0.363259940430450012
2016-01-01,0.155028949283387008
2016-02-01,0.227445034116755013
2016-03-01,0.339762985375692994
2016-04-01,-0.023872495743785301
2016-05-01,-0.224329368296039000
2016-06-01,0.115250906892382002
2016-07-01,0.142796932696723000
2016-08-01,0.231164491124037003
2016-09-01,0.095260776375327400
2016-10-01,-0.068246991497301401
2016-11-01,-0.062028131950753400
2016-12-01,0.107832934184294002
2017-01-01,-0.036323100239231403
2017-02-01,0.149730610199223013
2017-03-01,0.173903252241037004
2017-04-01,0.129888782729787988
2017-05-01,-0.172752502416664011
2017-06-01,0.077467076492490697
2017-07-01,0.168547742708750004
2017-08-01,0.077276863057920198
2017-09-01,0.344986486991394004
2017-10-01,-0.515700632989946950
2017-11-01,0.168424729740688006
2017-12-01,-0.027400843198674800
2018-01-01,0.236085588812407987
2018-02-01,0.536932771542563025
2018-03-01,-0.056868053752673398
2018-04-01,0.052571032742476202
2018-05-01,0.047598147999332402
2018-06-01,0.223666650190301991
2018-07-01,0.080759509278096303
2018-08-01,-0.419487375339562985
2018-09-01,0.264134603488804021
2018-10-01,0.317730601467113016
2018-11-01,0.143909669007761004
2018-12-01,0.227222481515143987
2019-01-01,-0.148891584868203003
2019-02-01,0.022090904070249100
2019-03-01,-0.058282566150712603
2019-04-01,-0.195206993075675989
2019-05-01,0.101484752684733004
2019-06-01,0.256219623842556976
2019-07-01,0.258629142969210024
2019-08-01,0.112476312733052003
2019-09-01,0.194170014776460009
2019-10-01,0.197450210857324004
2019-11-01,0.048657065005838801
2019-12-01,0.123407256103492000
2020-01-01,-0.225259412625456013
2020-02-01,0.051117277639842300
2020-03-01,-1.113665669172569928
2020-04-01,-3.787035385438640045
2020-05-01,1.070168260624970058
2020-06-01,1.139799364950849991
2020-07-01,0.134459036898060991
2020-08-01,0.382849826687069017
2020-09-01,-0.297396844358169987
2020-10-01,0.423088923556941998
2020-11-01,-0.193875521972559001
2020-12-01,0.107087712307616004
2021-01-01,-0.481379207403538012
2021-02-01,0.074368492756883800
2021-03-01,0.163613995865936002
2021-04-01,0.304872346394838012
2021-05-01,-0.091370179756843403
2021-06-01,0.346528801707136014
2021-07-01,0.163676268181084994
2021-08-01,0.000000000000000000
2021-09-01,0.006189727528194200
2021-10-01,0.111408199643493994
2021-11-01,0.304795113386254979
2021-12-01,0.115876997799570003
2022-01-01,0.730165179863201952
2022-02-01,0.117348653852030999
2022-03-01,0.247242181347561013
2022-04-01,-0.176600979221981008
2022-05-01,0.218396554458827996
2022-06-01,-0.109569028487947001
2022-07-01,-0.021328458257160302
2022-08-01,0.412031816658032013
2022-09-01,-0.055845235855069501
2022-10-01,0.018220578321155902
2022-11-01,-0.144523588314236007
2022-12-01,0.338723311096380986
2023-01-01,0.529097322391786973
2023-02-01,0.236328230974673009
2023-03-01,0.256822022939560024
2023-04-01,-0.007198992141100200
2023-05-01,0.086994084402260599
2023-06-01,0.106100477751868996
2023-07-01,0.067664670658682605
2023-08-01,0.435034976333379009
2023-09-01,0.033960915157292701
2023-10-01,-0.103634966675998003
2023-11-01,0.240873344741031004
2023-12-01,-0.402077001314481985
